-1.98704 2.379798
-3.025751 1.147622
1.556718 0.709722
4.388025 -0.332179
-2.239796 1.98434
-2.384835 2.120479
-0.517959 -2.738924
0.839134 -0.53611
5.13055 -0.779773
5.897759 -1.230638
5.087235 0.950289
4.571993 -0.355387
4.953903 1.086606
4.7378 -0.366645
-0.461084 0.158551
-0.391411 3.564299
2.785445 0.719128
-0.613122 -1.107791
0.250858 -1.52029
-5.650764 2.104588
-2.555725 0.619694
4.582064 0.638708
0.784067 -1.672061
0.50583 -1.48444
0.123284 3.525082
-3.277911 -1.117139
-2.636196 -1.30688
-2.046239 -1.699474
-5.451677 -0.786684
5.779702 -0.214961
1.616976 0.292246
1.755443 1.035397
-2.806034 -2.544223
-1.664834 -0.730871
-5.174057 -0.939221
-0.82851 -0.779354
-2.296955 1.537458
2.319117 2.582917
-2.353698 -1.787424
2.318677 -2.15038
-0.684716 3.244389
-0.229003 -1.466404
0.734157 0.175698
3.697138 0.053021
-2.327123 0.733995
5.043959 -1.367683
2.324633 0.757645
-2.432779 2.375214
2.427226 1.678098
-2.262253 1.355459
5.168826 -2.462857
-2.692799 -2.091909
-0.554442 1.760797
0.590356 -0.025146
0.188525 -2.154492
4.89709 2.660544
-5.270403 -1.143747
-0.354962 -3.448959
2.087771 0.3601
1.154305 -0.65258
4.639969 -0.668915
-2.336264 0.635453
0.408259 3.790712
-5.260591 -2.557984
-4.953608 1.900336
-1.963376 -1.876793
2.640973 -1.631585
0.601586 1.429186
-3.802015 -0.312561
3.160367 0.868915
3.442929 -0.425901
2.352144 1.517481
0.066121 1.435561
0.796212 0.733453
-4.30843 1.196785
3.234181 1.128112
-4.995012 -1.527103
5.617082 1.258303
-0.13032 -3.490883
-5.563749 -1.975546
