-4.85286 1.539908
-2.182795 2.518066
1.207132 -0.159459
-0.541626 -2.661882
-5.05568 2.674175
-2.977632 -2.450944
-2.913441 -2.591721
-4.47893 -2.133599
-3.219989 -1.745938
2.503221 1.027367
-1.767344 1.263171
-4.028582 0.218909
2.590428 2.305077
-1.560923 -0.672487
-2.063412 2.387138
1.91724 -0.707472
5.446965 -1.452328
-1.750045 1.036038
4.687898 2.694361
1.981538 1.923209
-0.131871 -0.191788
0.147785 -1.082573
5.723452 -0.953458
-4.22641 0.40492
5.403742 -2.59925
-5.56088 -2.122705
2.334851 -2.617989
-2.829652 -1.261901
-5.008311 -0.029054
-4.55267 -1.393268
-0.421358 2.356367
-4.521162 -0.113146
-1.659294 1.141469
-2.537663 2.727427
1.597733 -0.668408
-5.645963 -2.215996
-4.915503 -0.398028
-0.728553 -2.358262
-5.025497 -1.021235
-4.795722 2.792928
1.454526 -0.674084
-0.512453 2.997215
-0.173205 4.478783
0.209112 -0.519254
4.022219 0.653817
-3.936153 0.184625
0.394876 1.607369
2.969256 -1.259988
-0.230896 2.676022
2.150056 2.270872
-2.750982 1.24431
-2.370628 1.052243
5.214709 0.145014
5.026963 0.443016
-1.592722 -0.433467
5.028115 1.004165
-0.270469 0.987558
-1.890527 -0.983438
0.414115 3.387426
-5.515231 -0.802394
